1.000000	95.119094
2.000000	95.659062
3.000000	95.891058
4.000000	95.996790
5.000000	96.150103
6.000000	96.450184
7.000000	96.535094
8.000000	96.658658
9.000000	96.908020
10.000000	97.127283
11.000000	97.084802
12.000000	97.141625
13.000000	97.238677
14.000000	97.533035
15.000000	97.382973
16.000000	97.445576
17.000000	97.677117
18.000000	97.686294
19.000000	97.833279
20.000000	97.795343
21.000000	97.731190
22.000000	97.964049
23.000000	97.743571
24.000000	97.967335
25.000000	97.901979
26.000000	98.074787
27.000000	97.960966
28.000000	98.044503
29.000000	97.996982
30.000000	98.059667
31.000000	98.102506
32.000000	98.024687
33.000000	98.057545
34.000000	98.238446
35.000000	98.097188
36.000000	98.350726
37.000000	98.119166
38.000000	97.976153
39.000000	97.948113
40.000000	98.278321
41.000000	98.101649
42.000000	98.042412
43.000000	98.321659
44.000000	98.134787
45.000000	98.113883
46.000000	98.240452
47.000000	98.166289
48.000000	98.205914
49.000000	98.185551
50.000000	98.097849
